no,datetime,name,position,long,lat,narration,year,date,reg_country
19,"03.08.2010
0215 LT
Anchored
Boarded","Nordbaltic
Container
Isle of Man
25407
9241475","20:39.7N –
107:15.4E,
SE of Cailan
Pilot Station,
Vietnam",107.251111,20.651944,"Robbers boarded an anchored ship using
ropesandhooks.Theybrokeintothe
forward store and stole ship‟s stores and
property.Oncespottedbycrewthe
robbers jumped overboard and escaped.
Port authorities informed.",2010,2010-08-03,Isle of Man
20,"05.08.2010
1750 UTC
Steaming
Boarded","Sur
Bulk Carrier
Liberia
16775
8406901","02:51N –
105:22E,
Off Pulau Damar
(Indonesia),
South China Sea",105.366667,2.85,"Five pirates armed with knives boarded
the ship underway and took hostage 2/O,
duty crew and Chief Engr.  They stole
master‟sandofficers‟money,personal
propertiesandescaped.Noinjuryto
crew.",2010,2010-08-05,Liberia
21,"16.08.2010
0145 LT
Steaming
Boarded","Stolt Botan
Chemical Tanker
Liberia
6415
9156553","03:15.0N –
105:18.5E,
19 NM Off
Pulau Mangkai
(Indonesia),",105.301389,3.25,"Piratesarmedwithknivesboardedthe
tankerunderwayviathepoopdeck.
Master raised alarm, mustered all crew
andannouncedthroughpublicaddress
system. Pirates escaped empty handed.",2010,2010-08-16,Liberia
22,"17.08.2010
0250 LT
Steaming
Boarded","Bet Fighter
Bulk Carrier
Isle of Man
90991
9004839","03:05N –
105:07E,
Off Pulau
Mangkai
(Indonesia),
South China Sea",105.116667,3.083333,"Sixpiratesarmedwithlongknives
boarded the ship underway. They entered
the bridge and tied up the 2/O and the
duty A/B. Pirates broke into the master‟s
cabin, tied up the master and threatened
him with long knives. They stole ship‟s
cash,propertiesandcrewpersonal
belongings and escaped. Master reported
the incident to an unknown warship in
the vicinity.",2010,2010-08-17,Isle of Man
23,"17.08.2010
0340 LT
Steaming
Boarded","Chem Orchid
Product Tanker
South Korea
18094
8705606","03:17N –
105:29E,
12.6 NM Off
Pulau Mangkai
(Indonesia),
South China Sea",105.483333,3.283333,"Sixpiratesarmedwithautomaticguns
andlongknivesboardedthetanker
underway. They entered the bridge, and
tied up the 2/O and the duty A/B. They
enteredthemaster‟scabinandstole
ship‟s cash. Pirates escaped with ship‟s
properties,crewcashandpersonal
belongings. Master reported the incident
to an unknown warship in the vicinity.",2010,2010-08-17,South Korea
24,"18.08.2010
0350 LT
Steaming
Boarded","Vinalines Star
Bulk Carrier
Vietnam
15884
9052329","03:05N –
105:24E,
10 NM West of
Pulau Mangkai
(Indonesia),
South China Sea",105.4,3.083333,"Sixpiratesarmedwithlongknives
boarded the ship underway. They entered
the bridge, took hostage the duty officer
andtheA/Bandtiedthemup.The
piratestooktheA/Btothemaster‟s
cabinandstolecashandpersonal
properties. Later they kept the master as
hostageandstoleothercrewpersonal
properties   until they escaped.",2010,2010-08-18,Vietnam
25,"21.08.2010
2300 LT
Steaming
Boarded","Umm Al Amad
LNG Tanker
Marshall Islands
136685
9360829","03:11.2N –
105:22.2E,
15 NM NW of
Pulau Mangkai
(Indonesia),
South China Sea",105.367223,3.183889,"Sixpiratesarmedwithlongknives
boardedthetankerunderway.They
forcedallcrewdownanddemanded
money.Piratesstoleship‟scashand
escaped. No injuries to crew.",2010,2010-08-21,Marshall Islands
26,"30.08.2010
0254 LT
Steaming
Boarded","Ideal Bulker
Bulk Carrier
Hong Kong
16721
9085572","02:59.7N –
105:12.2E,
Off Pulau
Mangkai
(Indonesia),
South China Sea",105.200556,2.985277,"Sixpiratesarmedwithlongknives
boardedtheshipunderway. Theytook
hostagebridgedutycrewandwentto
master‟scabinanddamagedthecabin
door. Master raised alarm and all crew
musteredandapproachedtowards
master‟scabin. Piratesstoleship‟s
properties and escaped.",2010,2010-08-30,Hong Kong
27,"30.08.2010
2330 LT
Steaming
Boarded","Yangtze Spring
Tanker
Hong Kong
156702
9376749","03:03.8N –
105:21.6E,
12 NM NW of
Pulau Mangkai
(Indonesia),
South China Sea",105.351667,3.052222,"Sixpiratesarmedwithgunsandlong
knives boarded a tanker underway. They
rushedtothebridge,tookhostagethe
D/O and an A/B. One pirate remained at
bridge towatch over the 3/O and two
pirates searched the tanker. Three of the
pirates took one A/B as hostage to the
captain‟scabinandintimidatethe
captaintotakeoutallcashandother
expensiveitems.Thepiratesransacked
the C/E‟s cabin and at the same time the
anti-piracycrewsawthepirate‟scraft
and raised the alarm. All crew mustered
with anti-piracyweapons. Upon seeing
thecrewalertness,thepiratestook
hostage the Captain and C/E, tied them at
the guardrail and escaped.",2010,2010-08-30,Hong Kong
29,"01.09.2010
2201 LT
Steaming
Boarded","Name Withheld
Chemical Tanker
Hong Kong
4751
-","03.08.89N –
105.25.20E,
Off Pulau
Mangkai
(Indonesia),
South China Sea",105.422223,3.158055,"Prior to entering high risk area ship had
locked all access to accommodation and
bridge. Upon seeing pirates onboard the
OOW raised alarm and all crew mustered
onbridge.Seeingcrewalertnessthe
robbersescapedwithoutstealing
anything.",2010,2010-09-01,Hong Kong
30,"05.09.2010
0305 LT
Steaming
Boarded","Chemroad Luna
Chemical Tanker
Panama
20043
9228320","03:14.2N –
105:17.2E,
Off Pulau
Mangkai
(Indonesia)
South China Sea",105.283889,3.233889,"Fourpiratesarmedwithlongknives
boarded the tanker underway. They took
hostage duty bridge crew and proceeded
tomaster‟scabin.Piratesstoleship‟s
cash and escaped.  Ship sent a distress
message.",2010,2010-09-05,Panama
31,"10.09.2010
2320 LT
Steaming
Boarded","Cheerleader
Ro-Ro
Panama
10168
8131049","01:55N –
109:05E,
Off Pulau
Merundung
(Indonesia),
South China Sea",109.083333,1.916667,"Abouteightpiratesarmedwithlong
knivesboardedtheshipunderway.
Pirates tied up the master and some crew
members. They stole ship‟s cash, crew
belongings and ship‟s properties before
escaping. No injuries to crew.",2010,2010-09-10,Panama
32,"18.09.2010
0430 LT
Anchored
Boarded","Malte Rambow
Container
Antigua and
Barbuda
9957
9306263","20:38.6N –
106:52.3E,
Haiphong
Roads,
Vietnam",106.8675,20.635,"About20robbersboardedtheshipat
anchor. Duty crew noticed some of the
robbers were armed with long knives at
theforecastledeck.Hereturned
immediately to poop deck and informed
chief mate by VHF radio. C/O instructed
him to close all access points at the poop
deck.Masterraisedthealarm;crew
musteredandstartedtosecurethe
accommodationandpoopdeckaccess
pointswithadditionalmeasures.The
robbers stole ship‟s stores and escaped in
two small boats.",2010,2010-09-18,Antigua and
33,"07.10.2010
1700 UTC
Anchored
Boarded","Wilhelm E
Container
Liberia
14844
9112806","10:13.6N –
107:04.9E,
Ho Chi Minh
City Outer
Anchorage,
Vietnam",107.069167,10.218334,"Robbersboardedtheshipatanchor.
They stole ship's properties and escaped.",2010,2010-10-07,Liberia
34,"08.12.2010
1705 UTC
Anchored
Boarded","Oshairij
Container
Qatar
9955
9416018","10:14.52N –
107:04.81E,
Vung Tau
Anchorage,
Vietnam",107.089167,10.247777,"DutyA/Bonroundsreportedtoduty
officerthatfourrobberswereseenon
forecastle.Alarmraisedandcrew
mustered.  The robbers escaped in two
waiting boats.  Upon investigation, it was
discoveredtheyhadbrokenintothe
paint store and stole ship‟s stores before
escaping.",2010,2010-12-08,Qatar
35,"13.12.2010
0026 LT
Anchored
Boarded","Forest Harmony
Wood Chips Carrier
Panama
39895
9357896","10:14.5N –
107:28.8E,
Vung Tau Outer
Anchorage,
Vietnam",107.468889,10.234722,"Four robbers boarded the ship at anchor.
Alert crew noticed the robbers and raised
thealarm.Therobbersescapedwith
stolenship'sstores.Portcontrol
informed.",2010,2010-12-13,Panama
1,"22.01.2010
0140 LT
Anchored
Boarded","Osprey Explorer
Seismographic
Research
Panama
3517
8416906","17:00.3N –
082:18.7E,
Kakinada
Anchorage,
India",82.301944,17.000833,"Threerobbersinasmallfishingboat
approachedavesselfromastern.One
robberboardedthevesselviathe
mooring port hole and started lowering
the mooring rope into the boat. The duty
watchman noticed the robber, made fast
theropeonabollardandinformed
bridgeofficer.Alarmraisedandthe
robberdroppedtheropeandescaped.
The theft was prevented due to the fast
actionofthewatchman.Incident
reported to PFSO port of Kakinada.",2010,2010-01-22,Research
2,"14.02.2010
0215 UTC
Anchored
Boarded","Prospect
LPG Tanker
Singapore
47266
9387762","17:37.7N –
083:21.6E,
Visakhapatnam
Anchorage,
India",83.351667,17.618611,"Threerobbersusingropesandahook
boarded an anchored tanker from astern.
When sighted, the OOW raised general
alarm and duty security patrol rushed to
thepoopdeck.Robbersescapedwith
stolenship‟sstores.Masterinformed
portcontrolandtheIndiannavy
contacted via VHF radio.",2010,2010-02-14,Singapore
4,"05.03.2010
2300 LT
Anchored
Boarded","Bluegreen Tigre
Chemical Tanker
Marshall Islands
5083
9514494","22:11.74N –
091:44.76E,
Chittagong
Anchorage „B‟,
Bangladesh",91.754444,22.203889,"Ten robbers armed with knives in two
boatsboardedthetankeratanchor
during bunkering operations. Duty pump
manspottedtherobbersandthey
threatened him with knives. He quickly
ran and alerted other crew. Crew rushed
to forecastle to assist. Upon seeing the
alertcrew,therobbersescapedwith
ship‟sstoresintheirboats.Shipsin
vicinity,portcontrolandcoastguard
informed.",2010,2010-03-05,Marshall Islands
5,"19.03.2010
0300 LT
Anchored
Boarded","Laura Bulker
Bulk Carrier
Singapore
19825
9379662","22:15N –
091:44E,
Chittagong
Anchorage,
Bangladesh",91.733333,22.25,"Fourrobbersarmedwithlongknives
boarded at the forecastle of a bulk carrier
at anchorage. Robbers attempted to hold
thetwodutywatchmenandalso
attemptedtoentertheaccommodation.
Alert crew locked all entrance and the
duty OOW raised alarm. Robbers stole
ship‟sstoresandescaped.
Master
informed port authorities who informed
the Coast Guard. No casualties to crew
and no damage to ship.",2010,2010-03-19,Singapore
6,"07.04.2010
0400 LT
Berthed
Boarded","Sagittarius
Container
Liberia
16803
9122473","22:14.3N –
091:49.6E,
Chittagong Port,
Bangladesh",91.818334,22.234166,"Shorewatchmenonboardtheship
spottedthreerobbersarmedwithlong
knives on the poop deck.  The robbers
stoleship‟sstores,jumpedoverboard
andescaped.Attempttocontactthe",2010,2010-04-07,Liberia
7,"01.05.2010
0440 LT
Anchored
Boarded","Santa Suria II
General Cargo
Malaysia
10598
7628291","22:16N –
091:49E,
Mooring Buoy
M10,
Chittagong,
Bangladesh",91.816667,22.266667,"Threerobbersarmedwithlongknives
boardedtheshipcarryingoutcargo
operations at a mooring buoy. Duty A/B
noticedtherobbersandtheytriedto
catch him. The A/B ran to the gangway
andinformedanotherA/Bwhoraised
thealarm.Robbersstoleship‟sstores
andescapeduponseeingthecrew
alertness. Coast guard informed.",2010,2010-05-01,Malaysia
8,"22.05.2010
2310 LT
Steaming
Boarded","Kota Ratna
Container
Singapore
9422
9167447","22:09.9N –
091:44.8E,
Chittagong
Anchorage,
Bangladesh",91.735555,22.1525,"Fifteen pirates armed with long knives in
twosmallboatsboardedtheship
manoeuvringtoanchor.Dutycrew
raisedalarmandthepiratestriedto
attack the crew. They stole ship‟s stores
and escaped. Port control informed.",2010,2010-05-22,Singapore
10,"15.06.2010
0430 LT
Anchored
Boarded","SP Athens
Chemical Tanker
Marshall Islands
5256
9498975","22:12.9N –
091:45.2E,
Chittagong
Anchorage „B‟,
Bangladesh",91.750556,22.2025,"Anti piracy watch onboard an anchored
tankerspottedsixrobbersarmedwith
knivesontheaftdeck.Dutywatch
enteredtheaccommodation,lockedall
doors and informed the duty officer who
raisedthealarm.Robbersstoleship‟s
stores and escaped.",2010,2010-06-15,Marshall Islands
12,"20.06.2010
0400 LT
Anchored
Boarded","Orto
Ro-Ro
Panama
8649
9162394","22:12.9N –
091:43.1E,
Chittagong
Anchorage,
Bangladesh",91.716945,22.2025,"Eight robbers armed with knives boarded
theshipduringanchoringoperations.
Robbers attempted to attack a duty crew
whoranintotheaccommodationand
calledthebridgedutyofficer.Master
raisedemergencyalarmandcrew
mustered.  Upon hearing the alarm, the
robbers escaped with stolen stores.",2010,2010-06-20,Panama
13,"26.06.2010
0230 LT
Anchored
Boarded","Sunny Dream
Chemical Tanker
Panama
7771
9511117","22:13.8N –
091:44.0E,
Chittagong
Anchorage „B‟,
Bangladesh",91.733333,22.218889,"Five robbers in two wooden boats armed
with hand guns and knives boarded the
tanker at anchor. They pointed guns at
thedutyA/Bandattackedhimwith
knives. Alarm raised and crew mustered.
Robbers escaped with ship‟s stores. No
injuries to crew. Port control and coast
guard informed.",2010,2010-06-26,Panama
14,"12.07.2010
2030 UTC
Anchored
Boarded","Vergina
Bulk Carrier
Panama
23625
8323094","22:16.18N –
091:43.19E,
Chittagong
Anchorage „A‟,
Bangladesh",91.721945,22.271667,"Four robbers armed with knives boarded
the ship via the stern using ropes. Duty
A/Bspottedtherobbers,informedthe
duty officer and alarm raised. Robbers
abortedtheattackandescaped.No
injuries to crew.",2010,2010-07-12,Panama
15,"02.08.2010
2355 LT
Anchored
Boarded","PFS Keshava
Bulk Carrier
Panama
19854
7822378","22:09N –
091:44E,
Chittagong
Anchorage,
Bangladesh",91.733333,22.15,"Two robbers armed with long knives in a
boat boarded the ship at anchor using a
rope attached with hook. Crew raised
alarm and informed coast guard. Robbers
escaped with ship‟s stores. Coast guard
recovered part of the ship‟s stores.",2010,2010-08-02,Panama
16,"07.08.2010
2035 LT
Anchored
Boarded","Ocean Crown
Bulk Carrier
Cyprus
30057
9317107","21:52.66N –
091:49.29E,
Chittagong
Kutubdia
Anchorage,
Bangladesh",91.824723,21.885,"Five robbers armed with knives boarded
theshipatanchor.Theyattackedthe
duty O/S with knives causing injuries on
hishandsandrequiringhospital
treatment.D/Oraisedalarmandcrew
mustered.Therobbersescapedupon
seeing the crew alertness.",2010,2010-08-07,Cyprus
17,"15.08.2010
0400 LT
Steaming
Boarded","Hong Kong Star
Bulk Carrier
St. Vincent and
Grenadines
24597
8025290","22:15.5N –
091:41.3E,
Chittagong
Alpha
Anchorage,
Bangladesh",91.684166,22.251389,"Pirates boarded the ship at stern during
heavy rain, whilst approaching the alpha
anchorage area. They stole ship‟s stores
andescaped.Chittagongportcontrol
informed. Coast guard boarded the ship
for investigation.",2010,2010-08-15,St. Vincent and
18,"23.08.2010
2330 LT
Berthed
Boarded","Kirana Tritya
Product Tanker
Singapore
13203
9279678","22:16.10N –
091:48.21E,
Chittagong Port,
Bangladesh",91.805833,22.269445,"Six robbers armed with long knives in a
smallwoodenboatapproachedthe
tanker berthed at River Mooring-3. Two
oftherobbersboardedthetankerand
stoleship'sstores.Dutycrewsighted
them and raised alarm. Robbers jumped
overboardandescapedwiththestolen
stores. Port control informed.",2010,2010-08-23,Singapore
20,"12.09.2010
2300 LT
Anchored
Boarded","Maren S
Container
Antigua and
Barbuda
9957
9306251","22:09.4N –
091:45.0E,
Chittagong
Anchorage „C‟,
Bangladesh",91.75,22.151111,"Ship maintained strict anti piracy watch
whilewaitingforberth.DutyO/S
reported to the D/O that three robbers on
poopdeckarmedwithlongknives
threateninghim.Heretreatedinto
superstructureandlockedfrominside.
Alarm raised, crew alerted and informed
coastguard.Robbersescapedwith
ship‟s stores.",2010,2010-09-12,Antigua and
21,"24.09.2010
2210 LT
Anchored
Boarded","BM Adventure
General Cargo
Kiribati
11978
7431246","22:10.9N –
091:40.7E,
Chittagong
Anchorage,
Bangladesh",91.668611,22.169167,"Four robbers in a boat boarded the ship
atsternduringanchoringoperations.
They stole ropes from the winch drums
and were breaking the lock of the poop
decklocker.DutyA/Bnoticedthe
robbers and they tried to intimidate him
with long knives. The A/B ran back and
raisedalarm.Onseeingthecrew
alertness,therobbersjumpedintothe
water and escaped with ship‟s stores in
their boat.",2010,2010-09-24,Kiribati
22,"09.10.2010
1845 LT
Steaming
Boarded","Northwind
Tug
Netherlands
Antilles
250
9577472","21:06.7N –
091:12.5E,
Around 50 NM
Off Chittagong
Port,
Bangladesh",91.201389,21.101944,"Piratesinafishingboatboardedan
unmanned vessel under tow toward the
port of Chittagong. The tugboat master
sounded alarm and directed search light
towards the boat and fired rocket flares.
Six more fishing boats later approached
and boarded the unmanned vessel. The
incidentwasreportedtotheagentsas
distance from land around 50 NM and
coastguardcouldnotbereachedon
VHF. All crew onboard tug are safe.",2010,2010-10-09,Netherlands
23,"11.10.2010
1245 LT
Anchored
Boarded","Maren S
Container
Antigua and
Barbuda
9957
9306251","22:11.06N –
091:44.38E,
Chittagong
Anchorage „B‟,
Bangladesh",91.743889,22.185,"Armedpiratesboardedtheshipvia
poopdeck.Alarmraisedandcrew
mustered. Pirates stole ship‟s stores and
escaped.",2010,2010-10-11,Antigua and
1,"20.01.2010
0220 LT
Anchored
Boarded","Patent
Bulk Carrier
Malta
19796
9278167","02:46.5S –
080:26.6W,
Guayaquil Outer
Anchorage,
Ecuador",-80.435,-2.768056,"Robbersboardedashipatanchorand
tried to gain access into the forward store.
Dutycrewnoticedthemandinformed
duty officer on the bridge who raised the
alarmandcrewmustered.Therobbers
jumpedoverboardandescapedempty
handed.Portcontrolinformedbutno
action taken.",2010,2010-01-20,Malta
2,"05.02.2010
1935 LT
Anchored
Boarded","Tenca Arrow
General Cargo
Bahamas
44684
9385489","12:01.4S –
077:11.4W,
Callao
Anchorage No.1,
Peru",-77.184444,-12.017778,"Robbers armed with knives boarded the
ship at anchor via the hawse pipe. The
robbers managed to escape when general
alarm raised by ship's crew. Ship's store
stolen.Incidentreportedtoport
authorities.",2010,2010-02-05,Bahamas
